rfc_id,discussion_title,discussion_result_comment_id,discussion_input_comment,project
449,"RfC: Should Trump's characterizations of illegal immigrants traveling over the Mexican border into the U.S. as ""criminals, drug dealers, rapists, etc."" be restored?",13235,13236,wikipedia
450,RfC: Waiting time period to upload acceptable non-free images of deceased persons,13285,13286,wikipedia
451,Images in the infoboxes of presidental elections,13316,13317,wikipedia
452,Should plagiarism accusation and response be noted in BLP?,13333,13334,wikipedia
453,Wound characteristics,13342,13343,wikipedia
454,RfC on 1944 controversy,13352,13353,wikipedia
455,RfC: Which is the better statement?,13370,13371,wikipedia
456,Grace VanderWaal,13412,13413,wikipedia
457,Rfc regarding A1,13491,13492,wikipedia
458,RfC: Nomination dates for federal judges,13513,13514,wikipedia
459,RFC on Russian Interference,13534,13535,wikipedia
460,RfC: nature of show,13548,13549,wikipedia
461,"On WP:ACCURACY, WP:NPOV, & Photographs vs Paintings & Drawings",13603,13604,wikipedia
462,RfC regarding the [[2020 Republican Party presidential primaries]] infobox template,13801,13802,wikipedia
463,Press Criticism - Wikipedia's Multiple Parallel Narratives,13832,13833,wikipedia
464,RfC about the relevance of several aspects mentioned in the article about this crime,13846,13847,wikipedia
465,RFC about disallowing non-language characters in usernames,13891,13892,wikipedia
466,RFC on deletion of referenced text,14038,14039,wikipedia
467,RFC - Should the company be changed from Defunct to Operating?,14051,14052,wikipedia
468,Bring back the infobox. It's about time.,14073,14074,wikipedia
469,RfC Are the sources specified in this RfC reliable?,14120,14121,wikipedia
470,RfC: Is the kratom page as scientifically neutral as possible as of 2021?,14132,14133,wikipedia
471,RfC on the use of two film lists as sources,14142,14143,wikipedia
472,RfC on white nationalism allegations in intro,14151,14152,wikipedia
473,RfC: Should this article be split?,14192,14193,wikipedia
474,Request for comment:Information vs WP:NOTGOSSIP. Does WP:NOTGOSSIP override?,14199,14200,wikipedia
475,"RfC re: is addiction a ""biopsychosocial disorder"" or a ""brain disorder""?",14210,14211,wikipedia
476,RfC: Should the lead explicitly state that the P5+1 have accepted that uranium enrichment will take place in Iran?,14282,14283,wikipedia
477,RfC: Blocked editors and their talk pages,14291,14292,wikipedia
478,RfC: UK railway station disambiguation,14321,14322,wikipedia
479,RFC: Should the lead feature information about New York City over information about New York State,14367,14368,wikipedia
480,RfC - 2,14409,14410,wikipedia
481,Skeptical Inquirer at Arbcom,14411,14412,wikipedia
482,RD1 wording,14715,14716,wikipedia
483,Use of [[Template:Interlanguage link]] in template space,14881,14882,wikipedia
484,Survey,14889,14890,wikipedia
485,Wikidata description in mobile view on enwiki,14894,14895,wikipedia
486,RFC: Does [[WP:PERFCAT]] apply to [[:Category:Time Team]]?,14897,14898,wikipedia
487,Converting template to use [[Template:Infobox]],14905,14906,wikipedia
488,Request for comment: Do the traditional and simplified forms of Chinese count as the same name or different names in regards to eligibility of displaying characters?,14911,14912,wikipedia
489,RfC about the word nonpartisan for the Genetic Literacy Project,14928,14929,wikipedia
490,RfC on Ukraine policy,15020,15021,wikipedia
491,Request for Comment,15044,15045,wikipedia
492,RfC: Academy resignation and response,15156,15157,wikipedia
493,Request for comments: should we add that Mumbai Kolis originated from Gujarat?,15171,15172,wikipedia
494,Request for Comment on Consensus for SEC Charges May 2018,15181,15182,wikipedia
495,RfC about referring to ACB as a center-right justice in the lede.,15194,15195,wikipedia
496,RfC on connotations of uncapitalized black in South Africa,15197,15198,wikipedia
497,"RfC: ""Zahm House"" in lead",15257,15258,wikipedia
498,Request for comment: Blackstone Group in the infobox,15270,15271,wikipedia
499,RFC on pornographic awards table,15278,15279,wikipedia
500,RfC about adding an infobox,15295,15296,wikipedia
501,Name proposal,15309,15310,wikipedia
502,Survey,15530,15531,wikipedia
503,RfC: Azov Battalion,15566,15567,wikipedia
504,Request for comment on Theodore Postol's views and responsibility for the attack,15739,15740,wikipedia
505,RfC: Should this article be merged with the Incest pornography article?,15984,15985,wikipedia
506,RfC: Should the victims be named?,15997,15998,wikipedia
507,The criteria of [[WP:NSPORT]] here are too inclusive,16029,16030,wikipedia
508,RfC on examples,16277,16278,wikipedia
509,RFC: Should the article contain references to verify that the entries are YouTubers?,16287,16288,wikipedia
510,Placement of expand language templates,16504,16505,wikipedia
511,"Request for Comment on the use of ""Dictator"" in the lede",16567,16568,wikipedia
512,RFC,16642,16643,wikipedia
513,RfC: Introduction to the subject,16661,16662,wikipedia
514,RfC about <s>time of attack</s> <u>times</u> as given in article,16795,16796,wikipedia
515,Allegedly?,16855,16856,wikipedia
516,RfC: Possible POV of §[[Presidency_of_Donald_Trump#Alleged_authoritarian_tendencies|Authoritarian tendencies]],16936,16937,wikipedia
517,RFC: terminology,16979,16980,wikipedia
518,RfC,16985,16986,wikipedia
519,Proposal: Colour group 12 as post-transition metals,17022,17023,wikipedia
520,Support D,17049,17050,wikipedia
521,RfC: Democratic backsliding under Modi,17058,17059,wikipedia
522,RfC: Should we include career diplomats?,17067,17068,wikipedia
523,RfC: the clarification on the purpose of the draftspace,17082,17083,wikipedia
524,Request for comment,17088,17089,wikipedia
525,"Request for comment on ""Top Down Approach to Notability""",17105,17106,wikipedia
526,RFC on [[WP:LEDE|lede paragraph]],17136,17137,wikipedia
527,Request for comment on parenthetical information in first sentence,17154,17155,wikipedia
528,Change name to Catalan-speaking territories or edit Lede to define as ideology/concept,17284,17285,wikipedia
529,Merge proposal discussion,17322,17323,wikipedia
530,RFC: Proposal to allow Template Editors the ability to indirectly edit the Main Page,17395,17396,wikipedia
531,"RfC: Is use of murder in the text, or use of murder categories, within the article against the WP:NPOV policy?",17424,17425,wikipedia
532,RfC about digital fiat currency definition,17510,17511,wikipedia
533,RfC: Accusations of bigotry,17520,17521,wikipedia
534,Counter-proposal: Treating these like PRODs,17594,17595,wikipedia
535,"Reinsert ""described as"" in opening sentence?",17678,17679,wikipedia
536,Protected edit request on 24 September 2017,17726,17727,wikipedia
537,RfC: should this page be made a naming convention,17841,17842,wikipedia
538,"RfC on how this article should deal with characters' sexuality, gender identities, and other identities",17867,17868,wikipedia
539,RfC Should articles say elections are decided based on preliminary returns?,17893,17894,wikipedia
540,Request for Comment: Lead Section,17912,17913,wikipedia
541,[[2017 Manchester Arena bombing]] (RfC),17933,17934,wikipedia
542,RFC: 2017 Barcelona attack,17980,17981,wikipedia
543,RfC: Proposal - Removal of signature fields,18022,18023,wikipedia
544,RfC: Proposal - Removal of signature fields,18116,18117,wikipedia
545,RfC #2,18210,18211,wikipedia
546,RFC: Alternatives to XFD for creations of banned or blocked users,18257,18258,wikipedia
547,RfC about use of YouTube video as primary source for lead,18317,18318,wikipedia
548,RfC about use of YouTube video as primary source for lead,18343,18344,wikipedia
549,Rule Change Proposal,18369,18370,wikipedia
550,RfC: Assault allegations,18376,18377,wikipedia
551,"Use of ""Alma mater""",18387,18388,wikipedia
552,RfC about the use of flags in European rugby league current squad templates,18429,18430,wikipedia
553,[[Hilarion Capucci]],18439,18440,wikipedia
554,RfC: Enabling the Timeless skin,18471,18472,wikipedia
555,RFC: guideline status of this project's inclusion,18491,18492,wikipedia
556,RfC on 'Often considered the best player in the world and regarded by some as the greatest of all time',18566,18567,wikipedia
557,RfC: revert back to non-Wikidata version?,18603,18604,wikipedia
558,Extended confirmed?,18816,18817,wikipedia
559,"Mentioning ""Dr. King"" to first paragraph",18939,18940,wikipedia
560,RfC: Full protection,18951,18952,wikipedia
561,"Request for Comment on the use of ""Dictator"" in the lede",18964,18965,wikipedia
562,"RfC regarding the parallel drawn between the cult of personality of Lenin, and that of George Washington",19261,19262,wikipedia
563,Survey (Auto skip inactive editors from newsletters),19315,19316,wikipedia
564,[[WP:PUBLISH]] rewording proposal.,19386,19387,wikipedia
565,Lukashenko's rumored illegitimacy,19390,19391,wikipedia
566,Request for comments on colours,19395,19396,wikipedia
567,RfC about date format in references,19398,19399,wikipedia
568,Request for comment: San Bernardino attack,19410,19411,wikipedia
569,RFC regarding a sentence in the lead,19441,19442,wikipedia
570,RfC to add the category ‘Foreign electoral intervention’ to the bottom navbox,19500,19501,wikipedia
571,RFC: International notability for inclusion in the deaths section of RY articles,19509,19510,wikipedia
572,RfC: Are sources required in this article?,19610,19611,wikipedia
573,RfC about the symbol for Astronomical Unit,19625,19626,wikipedia
574,RfC about the two tables in the Trajectory section,19658,19659,wikipedia
575,2nd round rfc on lede image,19710,19711,wikipedia
576,Removal of historical characters from navboxes,19722,19723,wikipedia
577,RfC--lead,19748,19749,wikipedia
578,RfC about river disambiguation conventions,19761,19762,wikipedia
579,Request for Comment- Violation of NPOV,20001,20002,wikipedia
580,RfC: Cross-wiki redirects to Wiktionary,20007,20008,wikipedia
581,RfC: Cross-wiki redirects to Wiktionary,20039,20040,wikipedia
582,RfC Statement,20071,20072,wikipedia
583,"RfC on make, model, registration and fleet numbers of buses in accidents",20087,20088,wikipedia
584,RfC on proposed section on Ukrainian involvement,20093,20094,wikipedia
585,"RfC: Proposed deprecation of /ᵻ, ᵿ/",20104,20105,wikipedia
586,"RfC: Kaepernick, NFL protest",20125,20126,wikipedia
587,RfC: Should the article include events related to Trump's tweets that the Obama administration has wiretapped him?,20152,20153,wikipedia
588,External links modified,20181,20182,wikipedia
589,"RfC about references for the ""Airlines and destinations"" tables",20282,20283,wikipedia
590,RfC: Legal analysis section,20345,20346,wikipedia
591,Should Wikipedia have and maintain complete lists of airline destinations?,20394,20395,wikipedia
592,Should Wikipedia have and maintain complete lists of airline destinations?,20450,20451,wikipedia
593,Request for comment,20500,20501,wikipedia
594,RfC on drug name,20524,20525,wikipedia
595,RfC: Should the article discuss sound in space?,20540,20541,wikipedia
596,RfC: Header text,20551,20552,wikipedia
597,End,20569,20570,wikipedia
598,RfC on the 'Economic effects' section and POV,20599,20600,wikipedia
599,Carl Benjamin news item,20657,20658,wikipedia
600,,20703,20704,wikipedia
601,Should we include an Audience response section?,20704,20705,wikipedia
602,Split,20911,20912,wikipedia
603,"RFC: Should there be a section about Shapiro's gun control debate with Piers Morgan? If yes, what sources can/should be quoted?",20925,20926,wikipedia
604,RfC about whether to merge this article,20944,20945,wikipedia
605,"""Administrators may be removed by Jimbo Wales, by stewards, or by a ruling of the Arbitration Committee.""",20950,20951,wikipedia
606,Parent caregory,21030,21031,wikipedia
607,Request for comment on placement of criticism,21039,21040,wikipedia
608,Album cover (accusations),21088,21089,wikipedia
609,Request for comment,21119,21120,wikipedia
610,RfC about Bagon Source,21130,21131,wikipedia
611,RFC,21167,21168,wikipedia
612,RFC: How should the audience response section cover Rey parentage theories and Luke's portrayal,21170,21171,wikipedia
613,Photo,21246,21247,wikipedia
614,RFC See also,21291,21292,wikipedia
615,Rfc on the inclusion of the [[Erdős–Bacon number]] in biographies.,21304,21305,wikipedia
616,RfC about infobox map,21331,21332,wikipedia
617,"Request for comment on whether or not the painting known as ""Washington Crossing the Delaware"" should be included in this article",21437,21438,wikipedia
618,RfC on English variety and date format in Taiwan-related articles,21478,21479,wikipedia
619,Stormy Daniels,21509,21510,wikipedia
620,rfc on Jesus' ancestry,21520,21521,wikipedia
621,RfC: Roger Waters controversy,21554,21555,wikipedia
622,Request for comment: Should ethnicity of al-Khwarizmi appear in the lead?,21596,21597,wikipedia
623,RfC: Material from the 2019 Geophysical Research Letters study,21610,21611,wikipedia
624,RFC about show years in credits,21645,21646,wikipedia
625,Metro area parameter,21655,21656,wikipedia
626,RFC: Categories with committed suicide in title,21658,21659,wikipedia
627,Should we keep the [[Wikipedia:Citation overkill#Other views and solutions|Other views and solutions]] section which allows contrary views?,21946,21947,wikipedia
628,RfC: Deletion of drafts,21951,21952,wikipedia
629,RfC,22104,22105,wikipedia
630,RfC on the inclusion of DNR and LNR in the list of states with limited recognition,22175,22176,wikipedia
631,RFC,22189,22190,wikipedia
632,RfC about redirecting,22198,22199,wikipedia
633,Should Gorsuch be mentioned in the lede?,22202,22203,wikipedia
634,RfC August 2019,22222,22223,wikipedia
635,Request for comment - Human rights violation claims,22230,22231,wikipedia
636,Request for comment on images in this article,22242,22243,wikipedia
637,RfC regarding the status of this article,22276,22277,wikipedia
638,RFC,22297,22298,wikipedia
639,RFC on AfD's about recently dead BLP subjects,22304,22305,wikipedia
640,"RfC on ""alleged""",22323,22324,wikipedia
641,Wound characteristics,22413,22414,wikipedia
642,RFC - new name for the article,22452,22453,wikipedia
643,RFC on the use of notable games sections,22491,22492,wikipedia
644,Keep merged or separate?,22506,22507,wikipedia
645,RfC on size of lead,22524,22525,wikipedia
646,Request for comment,22552,22553,wikipedia
647,rfc on consensus version to return to,22575,22576,wikipedia
648,RfC on the original author,22665,22666,wikipedia
649,Infobox image RfC,22695,22696,wikipedia
650,"RfC on naming guidelines when a person has plead the Alford plea, whether the parenthetical disambiguator ""(criminal)"" should be used",22703,22704,wikipedia
651,RfC on Neturei Karta image,22737,22738,wikipedia
652,Request for comment,22754,22755,wikipedia
653,"RfC about use primary sources in section ""Status""",22774,22775,wikipedia
654,Images,22811,22812,wikipedia
655,RfC on the formalization of [[Wikipedia:Cross-namespace redirects]] (or variant) into a policy or guideline,22824,22825,wikipedia
656,"RfC: Should we remove the ""85 and 100 million"" number from the lead?",23152,23153,wikipedia
657,Removed Schedule II Banks of Canada category,23232,23233,wikipedia
658,Drafts and MfD,23238,23239,wikipedia
659,Proposed change to election/referendum naming format,23239,23240,wikipedia
660,RfC on date formats in East Asia-related articles,23394,23395,wikipedia
661,Request for Comment - Internet meme section - 1st revision,23424,23425,wikipedia
662,Attitude towards Black Africans,23524,23525,wikipedia
663,Proposal/RfC - Extend [[WP:U5]] to the draftspace,23535,23536,wikipedia
664,Chains RFC,23604,23605,wikipedia
665,declined comments revision: lead with positive request for improvement,23913,23914,wikipedia
666,RfC: Reagan and Apartheid,24116,24117,wikipedia
667,"Request for Comment - description of ""representative democracy""",24219,24220,wikipedia
668,Request for Comment,24230,24231,wikipedia
669,Request for comment,24240,24241,wikipedia
670,RfC: Should we acknowledge /ɜː/ as a marginal diaphoneme distinct from /ɜːr/?,24259,24260,wikipedia
671,"RfC on whether the article should employ ""Alt-Right"" or ""alt-right""",24315,24316,wikipedia
672,RfC on use of Morning Star as a source,24327,24328,wikipedia
673,Reliablility of an SPS,24429,24430,wikipedia
674,Request for Comment about pronoun usage,24750,24751,wikipedia
675,"RfC on ""trial"" parameter",24815,24816,wikipedia
676,Without an article,24826,24827,wikipedia
677,Should we only use a source's exact wording and/or quote extensively from a source (free or not)?,24859,24860,wikipedia
678,RfC: Georgia runoff elections as part of the 2021 elections,24911,24912,wikipedia
679,RFC: Should East Jerusalem and Gaza be moved from Current military occupations for the sake of consistency?,24954,24955,wikipedia
680,Request for comment,25062,25063,wikipedia
681,Infobox?,25070,25071,wikipedia
682,RFC: Hatnote at top,25121,25122,wikipedia
683,Request for comments on perceived coat-rack issue,25151,25152,wikipedia
684,Notice about ongoing discussion at Template talk:Infobox UK place,25162,25163,wikipedia
685,RfC: Climate science,25163,25164,wikipedia
686,RfC,25271,25272,wikipedia
687,RfC on endorsements,25284,25285,wikipedia
688,When is deletion of drafts and userpages acceptable?,25292,25293,wikipedia
689,RfC: 3G phone sales,25427,25428,wikipedia
690,Bug in note,25435,25436,wikipedia
691,"RfC about whether ""Known for it's far-right user base"" should be kept or excluded from the lede",25605,25606,wikipedia
692,RfC on scope of article,25623,25624,wikipedia
693,RfC: Does Xi Jinping rule an authoritarian regime?,25635,25636,wikipedia
694,RFC on quotation marks,25734,25735,wikipedia
695,Request for comment on results tables,25793,25794,wikipedia
696,RfC about whether to mention illegal parking habit,25814,25815,wikipedia
697,RfC: Merge into [[List of explosions]],25848,25849,wikipedia
698,RfC: Apollo 11,25849,25850,wikipedia
699,Request for comments,25916,25917,wikipedia
700,RFC: WNBA rosters,25970,25971,wikipedia
701,RFC,25977,25978,wikipedia
702,Should a 4th CSD for unused templates be added?,26002,26003,wikipedia
703,RFC for infobox caption,26057,26058,wikipedia
704,RFC for infobox caption,26084,26085,wikipedia
705,=Survey=,26111,26112,wikipedia
706,=Survey=,26148,26149,wikipedia
707,=Survey=,26185,26186,wikipedia
708,=Survey=,26222,26223,wikipedia
709,RfC: Introduction neutrality,26259,26260,wikipedia
710,"""convicted paedophile"" in opening sentence",26277,26278,wikipedia
711,"RfC: Rateyourmusic, Discogs, and Last.fm",26325,26326,wikipedia
712,RfC about the first sentence,26343,26344,wikipedia
713,Lead (RfC),26410,26411,wikipedia
714,RFC - Council of People's Commissars of the Soviet Union: keep as a page or make a redirect?,26475,26476,wikipedia
715,Request for Comment - Crediting The Wachowskis,26499,26500,wikipedia
716,=Support (conditional unblocks)=,26675,26676,wikipedia
717,=Support (conditional unblocks)=,26700,26701,wikipedia
718,Proposal,26725,26726,wikipedia
719,RFC: Statement of controversy in introduction,26740,26741,wikipedia
720,"lets remove the line about ""Modern ethnic groups descended from the ancient Germanic peoples""",26759,26760,wikipedia
721,RFC on publisher and location in cite journal,26778,26779,wikipedia
722,RfC: criticism in the lead,26924,26925,wikipedia
723,Options,26984,26985,wikipedia
724,"Capitalization of ""Colonel of the Regiment""",27313,27314,wikipedia
725,Hide tfd-inline for unregistered users,27335,27336,wikipedia
726,RfC about Savile as a child molester,27362,27363,wikipedia
727,Split,27435,27436,wikipedia
728,British organisations and publications,27530,27531,wikipedia
729,MOS:TVIMAGE – explicitly allow (and maybe prefer?) show logos,27549,27550,wikipedia
730,"RfC: Should the article include a specific representation of the ""traditional left-right spectrum""",27563,27564,wikipedia
731,"RfC on NPOV of article and consensus of talk page, or lack thereof",27599,27600,wikipedia
732,"RfC: How should we attribute ""transphobic""?",27631,27632,wikipedia
733,RfC about the infobox image,27745,27746,wikipedia
734,RfC: Should the Administrators policy be amended to include a recommendation to use two-factor authentication?,27785,27786,wikipedia
735,Demonym,27820,27821,wikipedia
736,RfC on the use of OpenStreetMap,27822,27823,wikipedia
737,RfC: HispanTV,27826,27827,wikipedia
738,"RfC: ""perceived"" or ""characterized"" as racist",27962,27963,wikipedia
739,RFC: Children,27984,27985,wikipedia
740,RFC: Children,27996,27997,wikipedia
741,RfC: Categorizing NFT sales in the list of most expensive artworks by living artists,28008,28009,wikipedia
742,RFC take two,28067,28068,wikipedia
743,Should she be called a director and/or producer?,28168,28169,wikipedia
744,RfC: Dexerto,28185,28186,wikipedia
745,RfC,28200,28201,wikipedia
746,Remove criterion 5 from the policy list,28208,28209,wikipedia
747,RfC on inclusion of claims in Panorama documentary and 64 peers' letter (advertisement),28219,28220,wikipedia
748,,28239,28240,wikipedia
749,RfC about independent sources for academic notability (withdrawn),28240,28241,wikipedia
750,RfC: Should the page include the victims' names?,28281,28282,wikipedia
751,Request for comment on train station notability,28398,28399,wikipedia
752,RfC about when to talk about stuffing beans up your nose,28495,28496,wikipedia
753,RFC about the death tolls in the lead,28515,28516,wikipedia
754,RfC: Cooper's abolitionist tract,28579,28580,wikipedia
755,RfC: LifeSiteNews,28660,28661,wikipedia
756,Survey (intersex person image),28720,28721,wikipedia
757,"Request for comment on the specific term ""fuck off"" – sanctionable or not!",28819,28820,wikipedia
758,"RfC on ""himself""",29184,29185,wikipedia
759,RfC: False statements,29256,29257,wikipedia
760,RfC: LavScam,29309,29310,wikipedia
761,Survey,29363,29364,wikipedia
762,RfC about sentence describing coverage instructions of specific subjects by owner Charles Herring in the lead,29381,29382,wikipedia
763,RFC Ignore All Rules for 50th anniversary of the Apollo 11 moon landing,29394,29395,wikipedia
764,Request for Comment New Bedford “Crime” section,29416,29417,wikipedia
765,RFC about the inclusion of Jimmy Wales's opinion of the concept of Sealioning,29428,29429,wikipedia
766,RfC about the splitting the Term of office for Prime Ministers,29448,29449,wikipedia
767,RfC: Should we use Breitbart News as a source regarding the Wikimedia Foundation's ban of Fram?,29456,29457,wikipedia
768,RfC about People's Party of Canada byelection results,29543,29544,wikipedia
769,Restricting AfD to [[WP:Extended autoconfirmed]],29547,29548,wikipedia
770,Include or exclude victim names,29606,29607,wikipedia
771,Request for comment - Archived December 2022,29785,29786,wikipedia
772,RfC - Inclusion criteria,29796,29797,wikipedia
773,RfC regarding the inclusion of Catalonia,29802,29803,wikipedia
774,RfC: antifa and terrorism,29809,29810,wikipedia
775,RfC: Tulsi Gabbard's views on foreign policy,29901,29902,wikipedia
776,RFC: acronym usage,29936,29937,wikipedia
777,RFC about order of paragraphs in lead,29944,29945,wikipedia
778,Request for Comments (RfC) - Stalemate regarding undue weight,29976,29977,wikipedia
779,Survey (intersex person image),30018,30019,wikipedia
780,RfC: Expand lede beyond one short paragraph,30117,30118,wikipedia
781,"RFC: spelling of ""organisation""/""organization"" in descriptive category names",30160,30161,wikipedia
782,RfC on LU's relationship with Trump,30339,30340,wikipedia
783,Naming the victims,30419,30420,wikipedia
784,Survey,30489,30490,wikipedia
785,RfC: Should the White genocide conspiracy theory page include any details about demographic change in majority white countries?,30524,30525,wikipedia
786,Resysop criteria: RfC on principles,30569,30570,wikipedia
787,RfC for changing the current title to Death of Sahar Khodayari,30760,30761,wikipedia
788,RfC: Should this article include any mention of the Jersey City shooting?,30766,30767,wikipedia
789,RfC dated 23 June 2019 - Should religion be removed from the infobox?,30794,30795,wikipedia
790,Proposal to add suicidal disclaimer at [[Suicide]],31006,31007,wikipedia
791,Request for Comment,31180,31181,wikipedia
792,Primary topic and Incomplete disambiguation conflicts,31210,31211,wikipedia
793,RfC: [[Taki's Magazine]],31261,31262,wikipedia
794,RfC: Remove [[Wikipedia:Five pillars]],31292,31293,wikipedia
795,RfC about the opening sentence,31300,31301,wikipedia
796,RfC for Numbering Prime Ministers,31412,31413,wikipedia
797,RFC on detail in infobox regarding beligerents and commanders,31426,31427,wikipedia
798,RFC: Any preference on WP for middle initials in blp titles?,31443,31444,wikipedia
799,Tooltips in the WCC table,31451,31452,wikipedia
800,Include or exclude victim names,31511,31512,wikipedia
801,"RfC: ""[[CNN]]"" (October)",31615,31616,wikipedia
802,Naming countries in infoboxes,31632,31633,wikipedia
803,"""Partner"" rfc",31664,31665,wikipedia
804,"RfC: ""[[The Western Journal]]"" (September)",31668,31669,wikipedia
805,RfC: Including how work has been received by experts and the public in articles about Korean musicians,31922,31923,wikipedia
806,Request for comment: Proposed blank and redirects,31927,31928,wikipedia
807,RfC: books in lead,31954,31955,wikipedia
808,RfC about list inclusion criteria,32024,32025,wikipedia
809,Request for comment on lede sentence,32043,32044,wikipedia
810,RfC v2,32059,32060,wikipedia
811,Can a freely accessible source be used to support a statement also sourced to The New York Times?,32130,32131,wikipedia
812,Request for Comment - 1 November 2019 - Is WP:ANIME subordinate to other projects?,32144,32145,wikipedia
813,RfC: Should Wikipedia name the alleged whistleblower at this point?,32519,32520,wikipedia
814,Exploring the pending changes reviewer and rollback permissions,32619,32620,wikipedia
815,"RFC on formalization of temporary user right language in ""Guidelines for granting"" section",32635,32636,wikipedia
816,Survey (The Gateway Pundit),32648,32649,wikipedia
817,Diversity,32696,32697,wikipedia
818,RFC: Ukrainian President's Statement on the Trump-Ukraine Scandal in the Lede,32697,32698,wikipedia
819,RfC about the MEK's appeal in its homeland,32767,32768,wikipedia
820,RfC: AOC comment about Politico,32801,32802,wikipedia
821,"RfC: Do sources support calling Ngo's statements on the hammer attack ""false""?",32820,32821,wikipedia
822,RfC,32898,32899,wikipedia
823,Rfc - Tainy's producer credit,32901,32902,wikipedia
824,RfC: [[The Epoch Times]],32936,32937,wikipedia
825,RfC: [[The Epoch Times]],32998,32999,wikipedia
826,Request for Comment,33060,33061,wikipedia
827,RfC on expanding project scope,33074,33075,wikipedia
828,RfC:  [[Media Matters for America]],33080,33081,wikipedia
829,RfC about the date range in the lead section,33119,33120,wikipedia
830,RfC on formatting of title,33153,33154,wikipedia
831,RFC on city history,33163,33164,wikipedia
832,Request for comments about hiding redirect categories,33185,33186,wikipedia
833,No Extremism,33197,33198,wikipedia
834,RfC: [[CNSNews.com]],33244,33245,wikipedia
835,RfC: Should the [[Jussie Smollett#2019 alleged false police report]] section be split into a separate article?,33430,33431,wikipedia
836,Controversy/Incident Section,33445,33446,wikipedia
837,RfC: Including concerts/tours in articles about Korean musicians,33458,33459,wikipedia
838,"""RfC on lede image""",33484,33485,wikipedia
839,RfC: Recent additions,33560,33561,wikipedia
840,RfC about relation to DCEU Universe and break-even point,33619,33620,wikipedia
841,RfC,33639,33640,wikipedia
842,RfC: First mention in the first sentence... (MOS:JOBTITLES),33647,33648,wikipedia
843,Signature parameter RFC,33748,33749,wikipedia
844,"RFC on splitting ""Airlines and Destinations"" out from articles",33792,33793,wikipedia
845,Litre abbreviation RFC,33818,33819,wikipedia
846,RfC: Which of the alternative formulations does The Verge article confirm?,34054,34055,wikipedia
847,Picture change,34066,34067,wikipedia
848,RfC on map of infected cases,34118,34119,wikipedia
849,RfC on OPCW documents related to Douma chemical attack,34265,34266,wikipedia
850,No mention of apartheid,34281,34282,wikipedia
851,Rfc concerning the target of this redirect,34327,34328,wikipedia
852,Persistent disruption by Darkknight2149,34328,34329,wikipedia
853,RfC: Presumptive nominee,34696,34697,wikipedia
854,Align checkuser/oversight block policies with established practice,34708,34709,wikipedia
855,Request for comment on the future of [[Wikipedia:In the news]],34763,34764,wikipedia
856,RfC about usage of tweets/other primary sources about BLP subject,34857,34858,wikipedia
857,Rfc: Should an Infobox be added?,34861,34862,wikipedia
858,"RfC: Use of Large Quotes in article space, and the Cquote template",35025,35026,wikipedia
859,RfC: Metalheadzone,35117,35118,wikipedia
860,Survey: Grayzone,35128,35129,wikipedia
861,RfC about the description of Theosophy as a religion in the lede,35353,35354,wikipedia
862,,35394,35395,wikipedia
863,RfC - Draft paper,35759,35760,wikipedia
864,RfC: Description of the 2008 November ceasefire breakdown,35795,35796,wikipedia
865,RfC on booster landings graph,35851,35852,wikipedia
866,Two part RfC about inclusion criteria for listing candidates in infoboxes,35996,35997,wikipedia
867,RfC on lead image (April 2020),36032,36033,wikipedia
868,New RfC on countries/dependencies,36055,36056,wikipedia
869,RfC regarding removal of sourced material,36174,36175,wikipedia
870,Request for comment on content dispute,36183,36184,wikipedia
871,RfC: Descriptions of Black and White Supremacy,36192,36193,wikipedia
872,,36218,36219,wikipedia
873,RfC: Appropriateness of the redirect [[Barack Osama]],36219,36220,wikipedia
874,RfC about Gemini Syndrome,36230,36231,wikipedia
875,Split,36237,36238,wikipedia
876,Blanket ban on joke XfD,36252,36253,wikipedia
877,RfC about the summary of a review article in the Ivermectin section,36339,36340,wikipedia
878,Merge from [[COVID-19 drug repurposing research]],36350,36351,wikipedia
879,RfC: Should Tara Reade's sexual assault allegation against Biden be included in the article?,36358,36359,wikipedia
880,RFC on Kyle Kulinski,36502,36503,wikipedia
881,Request for comment,36522,36523,wikipedia
882,RfC: Is The Green Papers a generally reliable source for reporting election-related information?,36542,36543,wikipedia
883,RfC on placement of cumulative cases bar chart and US cases by state,36559,36560,wikipedia
884,RfC: Shooting or Death or Killing or Murder?,36589,36590,wikipedia
885,RfC on linking to template namespace,36706,36707,wikipedia
886,RfC: Is it relevant to list all composers for the film's music score and songs?,36731,36732,wikipedia
887,"RfC on ""Chinese""",36741,36742,wikipedia
888,"George Washington, slave owner",36777,36778,wikipedia
889,RfC: Deprecation and blacklisting process,36828,36829,wikipedia
890,RfC: Deprecation and blacklisting process,37095,37096,wikipedia
891,RfC: Deprecation and blacklisting process,37362,37363,wikipedia
892,RfC: Deprecation and blacklisting process,37629,37630,wikipedia
893,RFC: mentioning the names of magistrates when writing about convictions,37896,37897,wikipedia
894,RFC: mentioning the names of magistrates when writing about convictions,37905,37906,wikipedia
895,RfC: Infobox picture,37914,37915,wikipedia
896,RfC on welcome template standardisation,37963,37964,wikipedia
897,RfC - First sentence in lede,37989,37990,wikipedia
898,RfC: proposed creation of new usergroup,38056,38057,wikipedia
899,LaMonica Garrett as starring,38140,38141,wikipedia
